split,trial_id,skipped,mask_file,image_size,chosen_max_dim_px,rotation_deg,dx,dy,obj_munsell,resample_attempts_total,resample_attempts_tint,resample_attempts_object,initial_path,candT_path,candF_path,tint_lab,bg_lab_pre,obj_lab_pre,obj_lab_post_init,bg_lab_post_init,obj_rgb_pre,bg_rgb_pre,tint_rgb,obj_rgb_post_init,bg_rgb_post_init,candT_obj_rgb,candF_obj_rgb,cand_bg_rgb,initial_obj_pre_wavelength_nm,initial_obj_post_wavelength_nm,candT_obj_pre_wavelength_nm,candF_obj_pre_wavelength_nm,background_wavelength_nm
train,104,0,apple3.png,512x512,363,-18.5899208411,1,-3,5RP 7/8,1,1,1,train/trial_000104/initial.png,train/trial_000104/candT.png,train/trial_000104/candF.png,"[60.0, -8.69726, 12.6386]","[60.0, 0.0, 0.0]","[70.86085, 36.43721, -6.18743]","[69.84082, 26.65633, 7.8791]","[60.0011, -8.69878, 12.63944]","[232, 148, 186]","[145, 145, 145]","[138, 148, 122]","[222, 152, 158]","[138, 148, 122]","[232, 148, 186]","[222, 152, 158]","[145, 145, 145]",,,,,
train,105,0,apple3.png,512x512,362,49.6412694858,9,-3,5R 6/6,1,1,1,train/trial_000105/initial.png,train/trial_000105/candT.png,train/trial_000105/candF.png,"[60.0, 0.41341, 14.12583]","[60.0, 0.0, 0.0]","[61.0465, 27.70172, 9.39611]","[62.11502, 31.22667, 24.02987]","[60.00114, 0.41152, 14.12673]","[199, 128, 132]","[145, 145, 145]","[155, 143, 120]","[213, 127, 109]","[155, 143, 120]","[199, 128, 132]","[213, 127, 109]","[145, 145, 145]",,,,,
train,106,0,apple3.png,512x512,456,-25.398728654,1,5,2.5P 3/8,1,1,1,train/trial_000106/initial.png,train/trial_000106/candT.png,train/trial_000106/candF.png,"[60.0, 9.21621, -1.45694]","[60.0, 0.0, 0.0]","[30.37867, 28.48247, -32.16401]","[31.24312, 33.36821, -32.23837]","[60.00112, 9.2145, -1.45586]","[89, 56, 122]","[145, 145, 145]","[160, 139, 147]","[99, 54, 125]","[160, 139, 147]","[89, 56, 122]","[99, 54, 125]","[145, 145, 145]",,,,,
train,107,0,apple2.png,512x512,433,-52.5858567122,0,7,10BG 8/6,1,1,1,train/trial_000107/initial.png,train/trial_000107/candT.png,train/trial_000107/candF.png,"[60.0, 8.32758, 18.44636]","[60.0, 0.0, 0.0]","[80.52685, -22.70969, -15.54776]","[77.86508, -23.59411, 6.73658]","[60.00118, 8.32531, 18.44728]","[125, 213, 228]","[145, 145, 145]","[171, 139, 113]","[148, 205, 179]","[171, 139, 113]","[125, 213, 228]","[148, 205, 179]","[145, 145, 145]",,,,,
train,108,0,apple1.png,512x512,393,-40.6521146738,-1,-13,2.5R 5/10,2,1,2,train/trial_000108/initial.png,train/trial_000108/candT.png,train/trial_000108/candF.png,"[60.0, -19.95345, -15.4342]","[60.0, 0.0, 0.0]","[51.00375, 46.11751, 11.82168]","[41.36487, 11.92584, -15.54156]","[60.00096, -19.95349, -15.43332]","[196, 85, 104]","[145, 145, 145]","[76, 156, 171]","[105, 92, 123]","[76, 156, 171]","[196, 85, 104]","[105, 92, 123]","[145, 145, 145]",,,,,
train,109,0,apple2.png,512x512,443,49.5333759655,14,3,2.5P 6/4,2,1,2,train/trial_000109/initial.png,train/trial_000109/candT.png,train/trial_000109/candF.png,"[60.0, -9.56212, 17.3965]","[60.0, 0.0, 0.0]","[61.0465, 12.59011, -16.96272]","[60.51056, 0.98073, 3.33639]","[60.00111, -9.56375, 17.39728]","[156, 141, 177]","[145, 145, 145]","[140, 149, 114]","[150, 145, 140]","[140, 149, 114]","[156, 141, 177]","[150, 145, 140]","[145, 145, 145]",,,,,
train,110,0,apple3.png,512x512,437,-0.0355482812257,-3,1,5P 5/6,2,1,2,train/trial_000110/initial.png,train/trial_000110/candT.png,train/trial_000110/candF.png,"[60.0, 9.7554, 4.55064]","[60.0, 0.0, 0.0]","[51.00375, 21.50127, -22.11766]","[51.70978, 29.32731, -15.98432]","[60.00114, 9.75346, 4.5517]","[140, 110, 159]","[145, 145, 145]","[165, 138, 137]","[160, 105, 151]","[165, 139, 137]","[140, 110, 159]","[160, 105, 151]","[145, 145, 145]",,,,,
train,111,0,apple2.png,512x512,439,-25.5809901332,4,-1,2.5YR 2/8,1,1,1,train/trial_000111/initial.png,train/trial_000111/candT.png,train/trial_000111/candF.png,"[60.0, 6.63984, 1.16167]","[60.0, 0.0, 0.0]","[20.23558, 32.27894, 29.85002]","[22.02732, 35.82701, 32.37102]","[60.00112, 6.63813, 1.16272]","[96, 22, 1]","[145, 145, 145]","[157, 141, 143]","[105, 21, 1]","[157, 141, 143]","[96, 22, 1]","[105, 21, 1]","[145, 145, 145]",,,,,
train,112,0,apple3.png,512x512,453,-9.72126373364,8,-1,2.5RP 6/8,1,1,1,train/trial_000112/initial.png,train/trial_000112/candT.png,train/trial_000112/candF.png,"[60.0, -13.54908, -10.63323]","[60.0, 0.0, 0.0]","[61.0465, 34.51306, -13.01647]","[57.9953, 17.31789, -30.23905]","[60.001, -13.54959, -10.63231]","[196, 125, 171]","[145, 145, 145]","[104, 152, 163]","[142, 132, 192]","[104, 152, 163]","[196, 125, 171]","[142, 132, 192]","[145, 145, 145]",,,,,
train,113,0,apple3.png,512x512,364,19.0085898054,8,-3,10B 3/4,1,1,1,train/trial_000113/initial.png,train/trial_000113/candT.png,train/trial_000113/candF.png,"[60.0, -6.61657, 3.64324]","[60.0, 0.0, 0.0]","[30.37867, -2.84744, -20.24116]","[30.60398, -6.50574, -16.83167]","[60.00108, -6.61789, 3.64417]","[41, 74, 103]","[145, 145, 145]","[135, 148, 138]","[38, 76, 98]","[135, 148, 138]","[41, 74, 103]","[38, 76, 98]","[145, 145, 145]",,,,,
train,114,0,apple1.png,512x512,411,-47.2023085754,-5,10,7.5PB 5/4,1,1,1,train/trial_000114/initial.png,train/trial_000114/candT.png,train/trial_000114/candF.png,"[60.0, 10.98652, 16.29887]","[60.0, 0.0, 0.0]","[51.00375, 7.59043, -19.10239]","[50.52179, 13.61448, -2.13862]","[60.00118, 10.98421, 16.29984]","[118, 119, 154]","[145, 145, 145]","[174, 137, 117]","[142, 112, 124]","[174, 137, 117]","[118, 119, 154]","[142, 112, 124]","[145, 145, 145]",,,,,
train,115,0,apple3.png,512x512,428,-49.2263412613,-14,-1,10R 7/8,2,1,2,train/trial_000115/initial.png,train/trial_000115/candT.png,train/trial_000115/candF.png,"[60.0, -4.92668, -7.06234]","[60.0, 0.0, 0.0]","[70.86085, 32.42024, 26.23682]","[68.76289, 21.68922, 16.9021]","[60.00104, -4.92767, -7.06136]","[242, 149, 128]","[145, 145, 145]","[128, 148, 157]","[215, 153, 138]","[128, 148, 157]","[242, 149, 128]","[215, 153, 138]","[145, 145, 145]",,,,,
train,116,0,apple3.png,512x512,442,-20.3578895674,7,-12,5GY 7/10,2,1,2,train/trial_000116/initial.png,train/trial_000116/candT.png,train/trial_000116/candF.png,"[60.0, -4.26421, -9.93368]","[60.0, 0.0, 0.0]","[70.86085, -26.49436, 62.26395]","[70.72651, -35.80939, 59.36402]","[60.00103, -4.26511, -9.93269]","[159, 184, 47]","[145, 145, 145]","[126, 148, 162]","[139, 188, 54]","[126, 148, 162]","[159, 184, 47]","[139, 188, 54]","[145, 145, 145]",,,,,
train,117,0,apple1.png,512x512,368,49.4542931939,2,-10,2.5R 6/4,1,1,1,train/trial_000117/initial.png,train/trial_000117/candT.png,train/trial_000117/candF.png,"[60.0, 10.75918, -6.32617]","[60.0, 0.0, 0.0]","[61.0465, 19.4486, 2.2713]","[62.05367, 30.80538, -2.47121]","[60.0011, 10.75758, -6.32506]","[182, 135, 144]","[145, 145, 145]","[159, 139, 156]","[200, 129, 155]","[159, 139, 156]","[182, 135, 144]","[200, 129, 155]","[145, 145, 145]",,,,,
train,118,0,apple2.png,512x512,364,11.1213841529,5,4,7.5P 4/8,1,1,1,train/trial_000118/initial.png,train/trial_000118/candT.png,train/trial_000118/candF.png,"[60.0, 8.84017, 1.08932]","[60.0, 0.0, 0.0]","[40.7365, 32.10815, -24.17002]","[42.00364, 38.29274, -21.12746]","[60.00113, 8.83838, 1.09039]","[129, 77, 136]","[145, 145, 145]","[161, 139, 143]","[144, 74, 135]","[161, 139, 143]","[129, 77, 136]","[144, 74, 135]","[145, 145, 145]",,,,,
train,119,0,apple2.png,512x512,449,6.18380711594,12,3,7.5B 2/4,1,1,1,train/trial_000119/initial.png,train/trial_000119/candT.png,train/trial_000119/candF.png,"[60.0, -15.51094, -2.03487]","[60.0, 0.0, 0.0]","[20.23558, -5.14532, -17.76248]","[21.42672, -7.22229, -17.06533]","[60.00103, -15.51172, -2.03398]","[10, 52, 75]","[145, 145, 145]","[110, 153, 148]","[5, 56, 76]","[110, 153, 148]","[10, 52, 75]","[5, 56, 76]","[145, 145, 145]",,,,,
train,120,0,apple3.png,512x512,456,9.54660310176,-3,8,2.5P 2/10,1,1,1,train/trial_000120/initial.png,train/trial_000120/candT.png,train/trial_000120/candF.png,"[60.0, -4.27945, 10.78841]","[60.0, 0.0, 0.0]","[20.23558, 35.56476, -36.06658]","[19.29648, 31.92749, -28.34301]","[60.00111, -4.28108, 10.7893]","[70, 26, 103]","[145, 145, 145]","[145, 146, 126]","[71, 27, 89]","[145, 146, 126]","[70, 26, 103]","[71, 27, 89]","[145, 145, 145]",,,,,
train,121,0,apple1.png,512x512,444,8.73844174491,5,-6,5G 8/10,1,1,1,train/trial_000121/initial.png,train/trial_000121/candT.png,train/trial_000121/candF.png,"[60.0, 15.55122, 6.67213]","[60.0, 0.0, 0.0]","[80.52685, -49.67871, 14.11338]","[76.39415, -42.16681, 15.24199]","[60.00117, 15.54902, 6.67324]","[83, 223, 172]","[145, 145, 145]","[176, 135, 134]","[102, 208, 159]","[176, 135, 134]","[83, 223, 172]","[102, 208, 159]","[145, 145, 145]",,,,,
train,122,0,apple3.png,512x512,387,-49.4540472162,1,15,5YR 2/4,1,1,1,train/trial_000122/initial.png,train/trial_000122/candT.png,train/trial_000122/candF.png,"[60.0, 1.68649, 10.94867]","[60.0, 0.0, 0.0]","[20.23558, 14.95275, 16.82655]","[21.02342, 17.85556, 20.97978]","[60.00113, 1.68464, 10.94961]","[75, 40, 25]","[145, 145, 145]","[155, 143, 126]","[81, 39, 20]","[155, 143, 126]","[75, 40, 25]","[81, 39, 20]","[145, 145, 145]",,,,,
train,123,0,apple2.png,512x512,362,-51.8035026633,2,-3,10PB 6/10,2,2,2,train/trial_000123/initial.png,train/trial_000123/candT.png,train/trial_000123/candF.png,"[60.0, -8.74077, 12.9513]","[60.0, 0.0, 0.0]","[61.0465, 23.54461, -40.70507]","[60.01852, 11.00023, -23.35005]","[60.00111, -8.7423, 12.95214]","[150, 136, 219]","[145, 145, 145]","[138, 148, 122]","[143, 140, 186]","[138, 148, 122]","[150, 136, 219]","[143, 140, 186]","[145, 145, 145]",,,,,
train,124,0,apple2.png,512x512,439,21.6693722874,-7,-6,10BG 7/4,3,1,3,train/trial_000124/initial.png,train/trial_000124/candT.png,train/trial_000124/candF.png,"[60.0, 17.31111, 2.92861]","[60.0, 0.0, 0.0]","[70.86085, -13.71407, -11.77534]","[68.84791, 1.05593, -11.34753]","[60.00116, 17.30897, 2.92975]","[130, 182, 194]","[145, 145, 145]","[176, 134, 140]","[159, 168, 188]","[176, 134, 140]","[130, 182, 194]","[159, 168, 188]","[145, 145, 145]",,,,,
train,125,0,apple1.png,512x512,387,-50.5553570255,-7,11,7.5G 6/2,2,1,2,train/trial_000125/initial.png,train/trial_000125/candT.png,train/trial_000125/candF.png,"[60.0, 17.59668, -4.78625]","[60.0, 0.0, 0.0]","[61.0465, -7.85824, -0.67972]","[60.30519, 8.95117, -6.71643]","[60.00113, 17.59478, -4.78508]","[131, 152, 148]","[145, 145, 145]","[172, 134, 153]","[156, 141, 157]","[172, 134, 153]","[131, 152, 148]","[156, 141, 157]","[145, 145, 145]",,,,,
train,126,0,apple3.png,512x512,372,-56.2512864507,-5,2,2.5RP 5/6,1,1,1,train/trial_000126/initial.png,train/trial_000126/candT.png,train/trial_000126/candF.png,"[60.0, -5.66875, -17.35807]","[60.0, 0.0, 0.0]","[51.00375, 27.56892, -10.97088]","[49.45876, 20.78228, -30.91779]","[60.00099, -5.66928, -17.35709]","[159, 104, 141]","[145, 145, 145]","[114, 149, 175]","[126, 108, 170]","[114, 149, 175]","[159, 104, 141]","[126, 108, 170]","[145, 145, 145]",,,,,
train,127,0,apple3.png,512x512,376,-48.4283852025,-6,-3,5R 6/10,1,1,1,train/trial_000127/initial.png,train/trial_000127/candT.png,train/trial_000127/candF.png,"[60.0, 6.23229, -2.26088]","[60.0, 0.0, 0.0]","[61.0465, 43.81469, 18.28166]","[62.67294, 50.5619, 18.88461]","[60.0011, 6.2307, -2.25982]","[225, 114, 117]","[145, 145, 145]","[154, 141, 149]","[240, 111, 121]","[154, 141, 149]","[225, 114, 117]","[240, 111, 121]","[145, 145, 145]",,,,,
train,128,0,apple3.png,512x512,403,7.22726101919,-8,-6,7.5RP 8/2,2,1,2,train/trial_000128/initial.png,train/trial_000128/candT.png,train/trial_000128/candF.png,"[60.0, 9.11348, 16.93067]","[60.0, 0.0, 0.0]","[80.52685, 9.96659, -3.94565]","[81.16001, 22.3221, 19.34654]","[60.00118, 9.11121, 16.93162]","[216, 194, 207]","[145, 145, 145]","[171, 138, 115]","[254, 186, 167]","[171, 138, 115]","[216, 194, 207]","[254, 186, 167]","[145, 145, 145]",,,,,
train,129,0,apple2.png,512x512,446,-16.7913438331,-3,1,2.5G 5/6,1,1,1,train/trial_000129/initial.png,train/trial_000129/candT.png,train/trial_000129/candF.png,"[60.0, 18.23134, -13.04407]","[60.0, 0.0, 0.0]","[51.00375, -27.70256, 12.61451]","[49.07798, -15.23847, 0.28158]","[60.0011, 18.22972, -13.04288]","[74, 134, 99]","[145, 145, 145]","[166, 134, 168]","[86, 124, 116]","[166, 134, 168]","[74, 134, 99]","[86, 124, 116]","[145, 145, 145]",,,,,
train,130,0,apple1.png,512x512,429,-40.0859162588,2,12,7.5BG 2/2,1,1,1,train/trial_000130/initial.png,train/trial_000130/candT.png,train/trial_000130/candF.png,"[60.0, 3.77776, -8.66067]","[60.0, 0.0, 0.0]","[20.23558, -5.37233, -5.00254]","[20.28687, -2.89242, -9.49605]","[60.00106, 3.7765, -8.65961]","[35, 51, 56]","[145, 145, 145]","[144, 143, 160]","[35, 51, 63]","[144, 143, 160]","[35, 51, 56]","[35, 51, 63]","[145, 145, 145]",,,,,
train,131,0,apple1.png,512x512,440,-8.09552845269,-6,-8,7.5P 5/6,3,1,3,train/trial_000131/initial.png,train/trial_000131/candT.png,train/trial_000131/candF.png,"[60.0, -0.02777, 6.76876]","[60.0, 0.0, 0.0]","[51.00375, 24.25257, -18.57362]","[51.04824, 23.84753, -11.11717]","[60.00111, -0.02943, 6.76972]","[148, 108, 153]","[145, 145, 145]","[150, 144, 133]","[153, 107, 141]","[150, 144, 133]","[148, 108, 153]","[153, 107, 141]","[145, 145, 145]",,,,,
train,132,0,apple2.png,512x512,451,9.08583407305,-6,-3,5GY 6/10,1,1,1,train/trial_000132/initial.png,train/trial_000132/candT.png,train/trial_000132/candF.png,"[60.0, -13.04742, -8.80836]","[60.0, 0.0, 0.0]","[61.0465, -26.69673, 62.66824]","[61.52111, -43.57732, 61.97816]","[60.00101, -13.04803, -8.80743]","[131, 158, 7]","[145, 145, 145]","[108, 152, 160]","[97, 166, 8]","[108, 152, 160]","[131, 158, 7]","[97, 166, 8]","[145, 145, 145]",,,,,
train,133,0,apple1.png,512x512,405,-44.227227908,-7,-12,5GY 7/6,1,1,1,train/trial_000133/initial.png,train/trial_000133/candT.png,train/trial_000133/candF.png,"[60.0, -14.63886, 6.87988]","[60.0, 0.0, 0.0]","[70.86085, -15.88519, 34.54302]","[71.4511, -31.42858, 39.85543]","[60.00106, -14.63999, 6.88072]","[167, 180, 109]","[145, 145, 145]","[122, 152, 132]","[141, 189, 100]","[122, 152, 132]","[167, 180, 109]","[141, 189, 100]","[145, 145, 145]",,,,,
train,134,0,apple3.png,512x512,399,-30.1339090211,3,4,2.5P 7/8,1,2,1,train/trial_000134/initial.png,train/trial_000134/candT.png,train/trial_000134/candF.png,"[60.0, -15.68661, 17.40643]","[60.0, 0.0, 0.0]","[70.86085, 23.19415, -31.42125]","[69.46616, 1.71109, -7.27789]","[60.00109, -15.68802, 17.40716]","[187, 161, 231]","[145, 145, 145]","[128, 152, 113]","[166, 169, 183]","[128, 152, 113]","[187, 161, 231]","[166, 169, 183]","[145, 145, 145]",,,,,
train,135,0,apple3.png,512x512,454,-5.34523928891,-6,3,7.5R 6/4,1,1,1,train/trial_000135/initial.png,train/trial_000135/candT.png,train/trial_000135/candF.png,"[60.0, 16.70054, -13.21551]","[60.0, 0.0, 0.0]","[61.0465, 18.86941, 7.41197]","[62.42044, 35.64196, -2.85937]","[60.00109, 16.69899, -13.21434]","[184, 135, 135]","[145, 145, 145]","[164, 135, 168]","[208, 126, 157]","[164, 135, 168]","[184, 135, 135]","[208, 126, 157]","[145, 145, 145]",,,,,
train,136,0,apple2.png,512x512,441,34.566541118,3,-14,7.5B 4/4,1,1,1,train/trial_000136/initial.png,train/trial_000136/candT.png,train/trial_000136/candF.png,"[60.0, -9.21204, -14.69002]","[60.0, 0.0, 0.0]","[40.7365, -5.91578, -18.15856]","[42.32271, -4.61713, -29.18171]","[60.00099, -9.21255, -14.68906]","[63, 100, 125]","[145, 145, 145]","[109, 151, 170]","[45, 105, 148]","[109, 151, 170]","[63, 100, 125]","[45, 105, 148]","[145, 145, 145]",,,,,
train,137,0,apple1.png,512x512,385,13.6616110562,-6,1,10P 2/4,1,1,1,train/trial_000137/initial.png,train/trial_000137/candT.png,train/trial_000137/candF.png,"[60.0, 16.39922, -15.91245]","[60.0, 0.0, 0.0]","[20.23558, 18.69831, -12.0663]","[21.49526, 26.6754, -19.73528]","[60.00108, 16.39779, -15.91129]","[67, 39, 67]","[145, 145, 145]","[161, 136, 173]","[76, 36, 81]","[161, 136, 173]","[67, 39, 67]","[76, 36, 81]","[145, 145, 145]",,,,,
train,138,0,apple2.png,512x512,443,45.9344706026,4,-12,2.5G 6/2,1,1,1,train/trial_000138/initial.png,train/trial_000138/candT.png,train/trial_000138/candF.png,"[60.0, 12.73293, -2.61642]","[60.0, 0.0, 0.0]","[61.0465, -7.90322, 2.64406]","[60.5718, 4.35082, -0.64097]","[60.00113, 12.73113, -2.6153]","[134, 151, 142]","[145, 145, 145]","[165, 137, 150]","[153, 144, 147]","[165, 137, 150]","[134, 151, 142]","[153, 144, 147]","[145, 145, 145]",,,,,
train,139,0,apple3.png,512x512,409,-10.1209551637,-6,-8,7.5R 9/2,1,6,1,train/trial_000139/initial.png,train/trial_000139/candT.png,train/trial_000139/candF.png,"[60.0, 2.14764, -8.60521]","[60.0, 0.0, 0.0]","[90.18132, 10.36605, -0.5417]","[90.12176, 12.92375, -12.7541]","[60.00106, 2.14644, -8.60417]","[247, 220, 228]","[145, 145, 145]","[141, 144, 160]","[241, 219, 251]","[141, 144, 160]","[247, 220, 228]","[241, 219, 251]","[145, 145, 145]",,,,,
train,140,0,apple3.png,512x512,440,13.953987063,2,7,2.5G 5/8,1,1,1,train/trial_000140/initial.png,train/trial_000140/candT.png,train/trial_000140/candF.png,"[60.0, 16.34594, -9.50444]","[60.0, 0.0, 0.0]","[51.00375, -38.50657, 17.54604]","[48.59257, -30.25802, 7.78868]","[60.00111, 16.34426, -9.50327]","[45, 137, 90]","[145, 145, 145]","[166, 135, 162]","[53, 128, 101]","[166, 135, 162]","[45, 137, 90]","[53, 128, 101]","[145, 145, 145]",,,,,
train,141,0,apple1.png,512x512,411,14.7097683237,-7,4,7.5P 9/2,3,1,3,train/trial_000141/initial.png,train/trial_000141/candT.png,train/trial_000141/candF.png,"[60.0, -6.5416, 8.33199]","[60.0, 0.0, 0.0]","[90.18132, 9.12384, -7.95376]","[89.96695, -0.45902, 4.15769]","[60.00109, -6.54308, 8.33289]","[238, 222, 242]","[145, 145, 145]","[139, 148, 130]","[229, 226, 218]","[139, 148, 130]","[238, 222, 242]","[229, 226, 218]","[145, 145, 145]",,,,,
train,142,0,apple2.png,512x512,392,25.5510690203,6,10,5PB 5/4,1,1,1,train/trial_000142/initial.png,train/trial_000142/candT.png,train/trial_000142/candF.png,"[60.0, -9.1628, -10.02332]","[60.0, 0.0, 0.0]","[51.00375, 4.01963, -19.29403]","[51.63682, -0.02104, -29.05031]","[60.00101, -9.16351, -10.02236]","[110, 121, 154]","[145, 145, 145]","[115, 150, 162]","[87, 125, 172]","[115, 150, 162]","[110, 121, 154]","[87, 125, 172]","[145, 145, 145]",,,,,
train,143,0,apple2.png,512x512,385,1.01125599858,5,2,5PB 5/4,1,1,1,train/trial_000143/initial.png,train/trial_000143/candT.png,train/trial_000143/candF.png,"[60.0, 9.19888, 14.67853]","[60.0, 0.0, 0.0]","[51.00375, 4.01963, -19.29403]","[50.25406, 7.97217, -4.51208]","[60.00117, 9.19668, 14.67951]","[110, 121, 154]","[145, 145, 145]","[170, 138, 119]","[130, 115, 127]","[170, 138, 119]","[110, 121, 154]","[130, 115, 127]","[145, 145, 145]",,,,,
train,144,0,apple2.png,512x512,434,50.2078607372,12,-9,2.5GY 5/8,1,1,1,train/trial_000144/initial.png,train/trial_000144/candT.png,train/trial_000144/candF.png,"[60.0, -4.31354, 5.9892]","[60.0, 0.0, 0.0]","[51.00375, -15.37146, 53.74728]","[51.29556, -17.6172, 54.18202]","[60.00109, -4.31502, 5.99013]","[121, 127, 11]","[145, 145, 145]","[141, 147, 134]","[118, 129, 9]","[141, 147, 134]","[121, 127, 11]","[118, 129, 9]","[145, 145, 145]",,,,,
train,145,0,apple2.png,512x512,398,51.0316562999,8,-4,10Y 7/10,2,1,2,train/trial_000145/initial.png,train/trial_000145/candT.png,train/trial_000145/candF.png,"[60.0, 14.88725, -18.98448]","[60.0, 0.0, 0.0]","[70.86085, -11.05197, 71.27176]","[69.75503, -0.31916, 70.03506]","[60.00106, 14.88601, -18.98333]","[188, 176, 14]","[145, 145, 145]","[155, 137, 178]","[202, 168, 19]","[155, 137, 178]","[188, 176, 14]","[202, 168, 19]","[145, 145, 145]",,,,,
train,146,0,apple2.png,512x512,431,-6.95941428359,6,-5,2.5P 4/8,2,1,2,train/trial_000146/initial.png,train/trial_000146/candT.png,train/trial_000146/candF.png,"[60.0, 6.09479, 9.185]","[60.0, 0.0, 0.0]","[40.7365, 25.88296, -31.24922]","[40.92852, 28.06566, -21.0915]","[60.00114, 6.09285, 9.186]","[112, 83, 147]","[145, 145, 145]","[162, 140, 129]","[126, 80, 131]","[162, 140, 129]","[112, 83, 147]","[126, 80, 131]","[145, 145, 145]",,,,,
train,147,0,apple3.png,512x512,381,26.4447577211,0,11,5BG 2/4,1,1,1,train/trial_000147/initial.png,train/trial_000147/candT.png,train/trial_000147/candF.png,"[60.0, 10.16624, -19.05473]","[60.0, 0.0, 0.0]","[20.23558, -14.52343, -6.49726]","[20.23353, -7.12657, -16.78937]","[60.00104, 10.16518, -19.05363]","[3, 55, 58]","[145, 145, 145]","[146, 140, 178]","[3, 53, 73]","[146, 140, 178]","[3, 55, 58]","[3, 53, 73]","[145, 145, 145]",,,,,
train,148,0,apple2.png,512x512,393,31.1503666133,8,5,10BG 7/4,2,1,2,train/trial_000148/initial.png,train/trial_000148/candT.png,train/trial_000148/candF.png,"[60.0, 13.57615, -18.1701]","[60.0, 0.0, 0.0]","[70.86085, -13.71407, -11.77534]","[70.57274, 3.93156, -35.19085]","[60.00106, 13.57492, -18.16896]","[130, 182, 194]","[145, 145, 145]","[153, 138, 177]","[139, 173, 236]","[153, 138, 177]","[130, 182, 194]","[139, 173, 236]","[145, 145, 145]",,,,,
train,149,0,apple2.png,512x512,445,22.9514925288,3,1,10GY 7/10,1,1,1,train/trial_000149/initial.png,train/trial_000149/candT.png,train/trial_000149/candF.png,"[60.0, -13.27119, 19.07511]","[60.0, 0.0, 0.0]","[70.86085, -42.8613, 37.9434]","[72.53526, -51.44562, 51.50113]","[60.00111, -13.27273, 19.07584]","[111, 192, 101]","[145, 145, 145]","[134, 150, 111]","[102, 200, 77]","[134, 150, 111]","[111, 192, 101]","[102, 200, 77]","[145, 145, 145]",,,,,
train,150,0,apple1.png,512x512,408,-44.0823050637,-11,-6,5Y 8/8,1,3,1,train/trial_000150/initial.png,train/trial_000150/candT.png,train/trial_000150/candF.png,"[60.0, -1.65659, -12.54602]","[60.0, 0.0, 0.0]","[80.52685, -0.10322, 54.14839]","[79.26276, -9.86598, 44.90011]","[60.00103, -1.65749, -12.545]","[230, 197, 96]","[145, 145, 145]","[129, 146, 166]","[206, 200, 111]","[129, 146, 166]","[230, 197, 96]","[206, 200, 111]","[145, 145, 145]",,,,,
train,151,0,apple1.png,512x512,397,-15.2531049775,3,6,7.5BG 7/2,2,1,2,train/trial_000151/initial.png,train/trial_000151/candT.png,train/trial_000151/candF.png,"[60.0, 7.45207, -3.06039]","[60.0, 0.0, 0.0]","[70.86085, -6.1393, -6.54669]","[70.5828, 1.91514, -10.7133]","[60.0011, 7.45047, -3.05931]","[155, 177, 185]","[145, 145, 145]","[156, 140, 150]","[166, 172, 192]","[156, 140, 150]","[155, 177, 185]","[166, 172, 192]","[145, 145, 145]",,,,,
train,152,0,apple2.png,512x512,366,53.285996534,-11,-6,2.5B 8/2,1,1,1,train/trial_000152/initial.png,train/trial_000152/candT.png,train/trial_000152/candF.png,"[60.0, 8.31224, 3.93422]","[60.0, 0.0, 0.0]","[80.52685, -3.40122, -8.91836]","[80.10155, 5.74942, -4.24952]","[60.00113, 8.31038, 3.93527]","[184, 202, 216]","[145, 145, 145]","[162, 139, 138]","[206, 195, 207]","[162, 139, 138]","[184, 202, 216]","[206, 195, 207]","[145, 145, 145]",,,,,
train,153,0,apple2.png,512x512,372,37.3596873837,5,-1,7.5R 8/2,1,1,1,train/trial_000153/initial.png,train/trial_000153/candT.png,train/trial_000153/candF.png,"[60.0, -10.25991, -0.86186]","[60.0, 0.0, 0.0]","[80.52685, 9.98694, -0.23818]","[79.9451, -4.23115, -2.24376]","[60.00105, -10.26094, -0.86094]","[219, 194, 201]","[145, 145, 145]","[123, 150, 146]","[188, 201, 202]","[123, 150, 146]","[219, 194, 201]","[188, 201, 202]","[145, 145, 145]",,,,,
train,154,0,apple1.png,512x512,372,-42.4112320091,4,4,10G 4/4,1,1,1,train/trial_000154/initial.png,train/trial_000154/candT.png,train/trial_000154/candF.png,"[60.0, 17.68285, -19.31544]","[60.0, 0.0, 0.0]","[40.7365, -18.4373, -0.54879]","[39.7189, -5.6585, -16.55868]","[60.00107, 17.68152, -19.31427]","[57, 104, 96]","[145, 145, 145]","[160, 135, 179]","[63, 98, 120]","[160, 135, 179]","[57, 104, 96]","[63, 98, 120]","[145, 145, 145]",,,,,
train,155,0,apple1.png,512x512,431,-57.4768235553,15,-1,2.5G 5/2,2,1,2,train/trial_000155/initial.png,train/trial_000155/candT.png,train/trial_000155/candF.png,"[60.0, 8.92708, 12.5456]","[60.0, 0.0, 0.0]","[51.00375, -7.36984, 2.37643]","[50.5686, -0.34504, 12.40075]","[60.00116, 8.92494, 12.54659]","[110, 125, 117]","[145, 145, 145]","[168, 139, 123]","[128, 120, 99]","[168, 139, 123]","[110, 125, 117]","[128, 120, 99]","[145, 145, 145]",,,,,
