input,output,obj_code,bg_code,tint_idx,dE_pre,dE_post,scale_applied,RENORM_Y,L0,BACKGROUND_MODE
flower2_n12_s147_rot-51_dx-01_dy+12.png,flower2_n12_s147_rot-51_dx-01_dy+12__obj[2.5RP-4-8]__bg[5R-5-4]__tint10.png,2.5RP 4/8,5R 5/4,10,16.833399430086313,20.362202942535895,1.0,False,80.0,full
flower2_n13_s178_rot+18_dx+08_dy-11.png,flower2_n13_s178_rot+18_dx+08_dy-11__obj[10YR-4-4]__bg[5BG-7-6]__tint06.png,10YR 4/4,5BG 7/6,6,42.9794956963023,40.97623082542767,1.0,False,80.0,full
flower2_n14_s176_rot+54_dx+08_dy-07.png,flower2_n14_s176_rot+54_dx+08_dy-07__obj[5RP-7-2]__bg[2.5BG-8-2]__tint03.png,5RP 7/2,2.5BG 8/2,3,23.95860537164213,25.39488235359047,1.0,False,80.0,full
flower2_n15_s190_rot+45_dx+03_dy+01.png,flower2_n15_s190_rot+45_dx+03_dy+01__obj[10BG-4-10]__bg[10R-5-2]__tint05.png,10BG 4/10,10R 5/2,5,50.59813126228422,61.57200670535407,1.0,False,80.0,full
flower2_n16_s164_rot+60_dx-11_dy+05.png,flower2_n16_s164_rot+60_dx-11_dy+05__obj[5YR-4-8]__bg[10PB-7-10]__tint14.png,5YR 4/8,10PB 7/10,14,50.42990728808607,53.79212451360072,1.0,False,80.0,full
flower2_n17_s140_rot+31_dx+09_dy+07.png,flower2_n17_s140_rot+31_dx+09_dy+07__obj[5Y-2-6]__bg[5GY-4-10]__tint12.png,5Y 2/6,5GY 4/10,12,23.87223888134433,22.909560106159564,1.0,False,80.0,full
flower2_n18_s149_rot+23_dx+13_dy+04.png,flower2_n18_s149_rot+23_dx+13_dy+04__obj[7.5RP-3-6]__bg[5R-4-2]__tint11.png,7.5RP 3/6,5R 4/2,11,14.25552789735604,14.987940503941905,1.0,False,80.0,full
flower2_n19_s135_rot-25_dx+05_dy+06.png,flower2_n19_s135_rot-25_dx+05_dy+06__obj[10GY-2-10]__bg[5B-5-8]__tint11.png,10GY 2/10,5B 5/8,11,46.30001679375616,37.56512407620756,1.0,False,80.0,full
flower2_n20_s180_rot+08_dx+06_dy+11.png,flower2_n20_s180_rot+08_dx+06_dy+11__obj[10G-3-8]__bg[5GY-8-2]__tint02.png,10G 3/8,5GY 8/2,2,51.85069355226983,49.364815369553654,1.0,False,80.0,full
flower3_n01_s138_rot+13_dx-03_dy-07.png,flower3_n01_s138_rot+13_dx-03_dy-07__obj[10P-8-10]__bg[5P-8-4]__tint05.png,10P 8/10,5P 8/4,5,12.715039242719017,10.60610854998042,0.7761862890774066,False,80.0,full
flower3_n02_s191_rot+50_dx-05_dy+01.png,flower3_n02_s191_rot+50_dx-05_dy+01__obj[5P-8-6]__bg[10B-3-8]__tint07.png,5P 8/6,10B 3/8,7,54.09802749671421,60.33929354216288,1.0,False,80.0,full
flower3_n03_s160_rot-05_dx+09_dy-07.png,flower3_n03_s160_rot-05_dx+09_dy-07__obj[5PB-2-10]__bg[2.5PB-8-10]__tint09.png,5PB 2/10,2.5PB 8/10,9,61.36165402348485,59.857366727375116,0.732545082958951,False,80.0,full
flower3_n04_s187_rot+48_dx+06_dy+09.png,flower3_n04_s187_rot+48_dx+06_dy+09__obj[10YR-7-8]__bg[5BG-8-2]__tint02.png,10YR 7/8,5BG 8/2,2,31.18206405517651,31.29615011962315,1.0,False,80.0,full
flower3_n05_s184_rot+53_dx-05_dy+14.png,flower3_n05_s184_rot+53_dx-05_dy+14__obj[7.5RP-3-6]__bg[2.5YR-5-10]__tint05.png,7.5RP 3/6,2.5YR 5/10,5,32.2292759914237,31.65809674518797,1.0,False,80.0,full
flower3_n06_s182_rot+23_dx-03_dy+08.png,flower3_n06_s182_rot+23_dx-03_dy+08__obj[2.5RP-9-2]__bg[2.5YR-3-2]__tint14.png,2.5RP 9/2,2.5YR 3/2,14,53.2910093578254,55.503775349540525,1.0,False,80.0,full
flower3_n07_s177_rot+42_dx-03_dy+03.png,flower3_n07_s177_rot+42_dx-03_dy+03__obj[5G-3-4]__bg[10GY-8-6]__tint06.png,5G 3/4,10GY 8/6,6,48.331699567545066,47.94457230922134,1.0,False,80.0,full
flower3_n08_s173_rot+09_dx-04_dy+14.png,flower3_n08_s173_rot+09_dx-04_dy+14__obj[5GY-3-6]__bg[2.5GY-7-4]__tint09.png,5GY 3/6,2.5GY 7/4,9,40.86502989056332,43.27804563539224,1.0,False,80.0,full
flower3_n09_s178_rot-27_dx-04_dy-09.png,flower3_n09_s178_rot-27_dx-04_dy-09__obj[2.5GY-2-8]__bg[7.5B-8-10]__tint12.png,2.5GY 2/8,7.5B 8/10,12,79.56365938119227,87.94819323518468,0.590521250936197,False,80.0,full
flower3_n10_s134_rot+49_dx+06_dy-10.png,flower3_n10_s134_rot+49_dx+06_dy-10__obj[2.5BG-9-8]__bg[2.5G-3-2]__tint05.png,2.5BG 9/8,2.5G 3/2,5,55.46305464432994,55.897709829582766,1.0,False,80.0,full
flower3_n11_s164_rot+33_dx+02_dy-05.png,flower3_n11_s164_rot+33_dx+02_dy-05__obj[7.5P-5-2]__bg[10Y-5-8]__tint02.png,7.5P 5/2,10Y 5/8,2,39.30469715079477,37.92700942615905,1.0,False,80.0,full
flower3_n12_s156_rot+16_dx-05_dy-09.png,flower3_n12_s156_rot+16_dx-05_dy-09__obj[10RP-2-4]__bg[5R-7-6]__tint03.png,10RP 2/4,5R 7/6,3,48.9469841348175,49.4491982807732,1.0,False,80.0,full
flower3_n13_s145_rot+15_dx-08_dy-11.png,flower3_n13_s145_rot+15_dx-08_dy-11__obj[7.5B-2-10]__bg[7.5RP-7-2]__tint11.png,7.5B 2/10,7.5RP 7/2,11,60.417466110344066,66.05652445668336,1.0,False,80.0,full
flower3_n14_s167_rot+35_dx-02_dy+03.png,flower3_n14_s167_rot+35_dx-02_dy+03__obj[7.5Y-4-10]__bg[2.5P-7-10]__tint10.png,7.5Y 4/10,2.5P 7/10,10,66.85946656114606,66.3850369954185,1.0,False,80.0,full
flower3_n15_s144_rot-49_dx+00_dy-07.png,flower3_n15_s144_rot-49_dx+00_dy-07__obj[7.5YR-5-10]__bg[7.5BG-4-8]__tint02.png,7.5YR 5/10,7.5BG 4/8,2,46.3786568697814,44.26603303256959,1.0,False,80.0,full
flower3_n16_s150_rot-36_dx+09_dy-09.png,flower3_n16_s150_rot-36_dx+09_dy-09__obj[7.5P-3-2]__bg[2.5RP-4-6]__tint00.png,7.5P 3/2,2.5RP 4/6,0,13.055655466134441,13.055897072648088,1.0,False,80.0,full
flower3_n17_s174_rot+04_dx+07_dy-12.png,flower3_n17_s174_rot+04_dx+07_dy-12__obj[5R-3-8]__bg[5R-7-4]__tint15.png,5R 3/8,5R 7/4,15,41.65226763409606,40.38903775724544,1.0,False,80.0,full
flower3_n18_s160_rot+50_dx+14_dy-03.png,flower3_n18_s160_rot+50_dx+14_dy-03__obj[7.5G-8-8]__bg[2.5YR-4-10]__tint11.png,7.5G 8/8,2.5YR 4/10,11,60.478176497126356,61.77047610796961,1.0,False,80.0,full
flower3_n19_s165_rot+30_dx+05_dy+05.png,flower3_n19_s165_rot+30_dx+05_dy+05__obj[2.5YR-6-4]__bg[2.5B-3-2]__tint09.png,2.5YR 6/4,2.5B 3/2,9,41.06684651245685,40.62193226384876,1.0,False,80.0,full
flower3_n20_s137_rot-43_dx+09_dy-11.png,flower3_n20_s137_rot-43_dx+09_dy-11__obj[10R-8-10]__bg[2.5Y-9-6]__tint14.png,10R 8/10,2.5Y 9/6,14,23.72928409837523,26.059607347482594,1.0,False,80.0,full
